event_id,date,time,weekday,mechanism,storyline,slot_type,generation_method,symbol,base_symbol,related_tickers,exchange,exchange_open_today,market_phase,price,change_pct,day_high,day_low,headline,headline_source,headline_link,headline_published_utc,news_category,holding_disclosure_fingerprint,day_move_pct,catalyst_found,catalyst_headline,gemini_call_used,gemini_calls_today_after,pool_used,posted,skip_reason,tweet_text,tweet_char_count,tweet_url,likes,retweets,replies,engagement_checked_at
119,2026-07-08,13:16:31,Wednesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,Biggest mover this hour: $SU -2.33% at $262.45.,47,,,,,
120,2026-07-08,14:02:08,Wednesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,$SU is the one to watch right now – -1.82% at $263.8.,53,,,,,
121,2026-07-08,14:46:42,Wednesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"Hourly check-in: $SU -2.01% to $263.3, well ahead of the rest of the board.",75,,,,,
122,2026-07-08,15:32:19,Wednesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,Live check: $IREN +4.01% to $40.98 – the standout so far.,57,,,,,
123,2026-07-08,15:33:15,Wednesday,evergreen_opinion,,,template,,,,,,,,,,,"Second Major Virginia Data Center Project Dies, Raising AI Site Selection Stakes",Data Center Knowledge,https://www.datacenterknowledge.com/data-center-site-selection/second-major-virginia-data-center-project-dies-raising-ai-site-selection-stakes,2026-07-08T12:00:33,,,,,,,,keyword,Y,,"From Data Center Knowledge:

""Second Major Virginia Data Center Project Dies, Raising AI Site Selection Stakes""

https://www.datacenterknowledge.com/data-center-site-selection/second-major-virginia-data-center-project-dies-raising-ai-site-selection-stakes",255,,,,,
123,2026-07-08,16:16:38,Wednesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"Hourly check-in: $IREN +6.4% to $41.92, well ahead of the rest of the board.",76,,,,,
124,2026-07-08,16:32:03,Wednesday,news_event,,,gemini,NOK,NOK,,,,,,,,,Nokia Advances AI Network Push With Orange Belgium Contract,Sahm,https://news.google.com/rss/articles/CBMisAFBVV95cUxPaWk5dGxKNTFKTnNrSmlDVkZEcWF6alIwRG5FMTVkTENRaVhKOHdmSG52RDVTTGxmeWxkZUYxellUM0xYaGZQNFRYNEQzczBqNTR5eVpNRV94VWVLbkZvVWdGbHAzamp0dmc2M0ZfaGg0ZGEwTUxwWkRtZ3FtUmJLbFRQVjlkd3ZhSmlObFFUWmVwZ2NubFZfNFZtQ0Z0M1VSQV9BeUhqcXZWWWlGT3Fxcg?oc=5,2026-07-07T17:45:11,contract,,,,,,,,N,queue_aged_out,,,,,,,
125,2026-07-08,17:02:20,Wednesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,$BE leading the tape right now: -5.59% to $250.69.,50,,,,,
126,2026-07-08,17:46:34,Wednesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"$BE standing out at -7.39%, now $245.91.",40,,,,,
127,2026-07-08,18:02:23,Wednesday,news_event,,,keyword,NEE,NEE,,,,,,,,,Hashmi urges extended review of proposed $67 billion Dominion Energy-NextEra merger,WRIC ABC 8News,https://news.google.com/rss/articles/CBMikwFBVV95cUxPTzJzUW1kcDZpR0VFRVhtRFVrSjZxbEVmT2xhYzQ2U1RsMFA3QnAtcEZBNThURDRFdjRuU0ttNjBMRXJZSjFqU1FkN3Z6Nk5aLVRsYkEzNW5jNms3cTdmTnFkeDZIZks0OHdkMEVwdzJpMnJuODZibDNrQkU3Uk5GbHc2Nk1BQ09mRHNlY2xsRktLWkHSAZgBQVVfeXFMTnJfTEUwRE1aMWNBTkFSWGg0b2hqUWxUekxCcXBrREs2czluYVBtMktjNXNKemZHU0Z0RUJxWk52U0E4azNXVVlfcHVCU3NLaVJKRFphWWp4TjM4VEQ4Vk00d1U2T21PQXpnQUN0a0VVVWwtdmZEN05kajdwRkY0anVObEUzd1ZHNXkxSGZoNktUc0xselJmUGQ?oc=5,2026-07-08T15:45:49,ma,,,,,,,,N,duplicate_category_24h,,,,,,,
128,2026-07-08,18:16:49,Wednesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,Biggest mover this hour: $BE -6.35% at $248.65.,47,,,,,
129,2026-07-08,18:47:10,Wednesday,evergreen_opinion,,,template,,,,,,,,,,,"Plans for 29MW data center in Bonner, Montana, dropped",DatacenterDynamics,https://www.datacenterdynamics.com/en/news/plans-for-29mw-data-center-in-bonner-montana-dropped/,2026-07-08T16:10:31,,,,,,,,keyword,Y,,"Interesting read from DatacenterDynamics:

""Plans for 29MW data center in Bonner, Montana, dropped""

https://www.datacenterdynamics.com/en/news/plans-for-29mw-data-center-in-bonner-montana-dropped/",197,,,,,
129,2026-07-08,19:02:19,Wednesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,$BE is the one to watch right now – -10.66% at $237.21.,55,,,,,
130,2026-07-08,19:32:28,Wednesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"$BE pulling away at -8.48%, now trading at $243.0.",50,,,,,
131,2026-07-08,19:33:23,Wednesday,news_event,,,keyword,DLR,DLR,,,,,175.49,-0.14,,,$3.5B data center deal in Virginia as Digital Realty buys Blackstone stake,Technical.ly,https://technical.ly/entrepreneurship/digital-realty-buys-blackstone-stake-in-virginia-data-centers/,,contract,,,,,N,18,keyword,Y,,"$DLR ($175.49, -0.14% today): $3.5B data center deal in Virginia as Digital Realty buys Blackstone stake

https://technical.ly/entrepreneurship/digital-realty-buys-blackstone-stake-in-virginia-data-centers/",206,,,,,
132,2026-07-08,20:16:33,Wednesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"Hourly check-in: $BE -7.72% to $245.03, well ahead of the rest of the board.",76,,,,,
133,2026-07-08,20:16:52,Wednesday,news_event,,,keyword,NEE,NEE,,,,,,,,,Hashmi urges extended review of proposed $67 billion Dominion Energy-NextEra merger,WRIC ABC 8News,https://news.google.com/rss/articles/CBMikwFBVV95cUxPTzJzUW1kcDZpR0VFRVhtRFVrSjZxbEVmT2xhYzQ2U1RsMFA3QnAtcEZBNThURDRFdjRuU0ttNjBMRXJZSjFqU1FkN3Z6Nk5aLVRsYkEzNW5jNms3cTdmTnFkeDZIZks0OHdkMEVwdzJpMnJuODZibDNrQkU3Uk5GbHc2Nk1BQ09mRHNlY2xsRktLWkHSAZgBQVVfeXFMTnJfTEUwRE1aMWNBTkFSWGg0b2hqUWxUekxCcXBrREs2czluYVBtMktjNXNKemZHU0Z0RUJxWk52U0E4azNXVVlfcHVCU3NLaVJKRFphWWp4TjM4VEQ4Vk00d1U2T21PQXpnQUN0a0VVVWwtdmZEN05kajdwRkY0anVObEUzd1ZHNXkxSGZoNktUc0xselJmUGQ?oc=5,2026-07-08T15:45:49,ma,,,,,,,,N,duplicate_category_24h,,,,,,,
134,2026-07-08,21:02:05,Wednesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,$CRWV is the one to watch right now – +7.1% at $87.94.,54,,,,,
135,2026-07-08,21:02:33,Wednesday,news_event,,,keyword,VRT,VRT,,,,,,,,,BNP Paribas Adjusts Price Target on Vertiv Holdings to $380 From $370,Moomoo,https://news.google.com/rss/articles/CBMiogFBVV95cUxNMmxNd1ZrOGJFN0oxRVg4dEI1b2lZTmJMdExWUU1zYTFxTUpSdG4yS2wyV1FZREpqM3NnNHBrTXEyMlI0aXh6S2JHY214NHhDSllPVnI1UzZOOGFLbHllc2g2TXBFRkVWaWZfcG50eGxHaU0zQkU1cTZKWTBUQWp5X0RmR3AwcThBakotU2RkZ0RkbGkzVzlzR2ttdVVYUmVUd3c?oc=5,2026-07-08T12:44:24,analyst_note,,,,,,,,N,queue_aged_out,,,,,,,
136,2026-07-08,21:46:37,Wednesday,price_event,us,,zero_llm_template,VRT,VRT,,NYSE,Y,open,315.98,4.28,319.65,291.0,,,,,,,4.28,,,N,18,llm,Y,,"$VRT swinging +4.28% on the day, now $315.98. Intraday range: low $291.0 / high $319.65.",88,,,,,
137,2026-07-08,23:02:44,Wednesday,news_event,,,keyword,SU.PA,SU,,,,,263.6,-1.9,,,"Debevoise, McDermott Among Firms Leading on Schneider Electric’s $3.1 Billion Cognite Deal",Law.com,https://www.law.com/international-edition/2026/07/08/debevoise-mcdermott-among-firms-leading-on-schneider-electrics-31-billion-cognite-deal/,,contract,,,,,N,18,keyword,Y,,"$SU ($263.6, -1.9% at last close as of Jul 8): Debevoise, McDermott Among Firms Leading on Schneider Electric’s $3.1 Billion Cognite Deal

https://www.law.com/international-edition/2026/07/08/debevoise-mcdermott-among-firms-leading-on-schneider-electrics-31-billion-cognite-deal/",279,,,,,
138,2026-07-08,23:47:05,Wednesday,news_event,,,keyword,VRT,VRT,,,,,316.95,4.6,,,Swedbank AB Raises Stake in Vertiv Holdings Co. $VRT,MarketBeat,https://www.marketbeat.com/instant-alerts/filing-swedbank-ab-raises-stake-in-vertiv-holdings-co-vrt-2026-07-08/,,analyst_note,,,,,N,18,keyword,Y,,"$VRT ($316.95, +4.6% at last close as of Jul 8): Swedbank AB Raises Stake in Vertiv Holdings Co. $VRT

https://www.marketbeat.com/instant-alerts/filing-swedbank-ab-raises-stake-in-vertiv-holdings-co-vrt-2026-07-08/",214,,,,,
139,2026-07-09,09:07:21,Thursday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,Live check: $ENR -2.19% to $151.9 – the standout so far.,56,,,,,
140,2026-07-09,09:51:51,Thursday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"$SIE pulling away at +3.0%, now trading at $271.65.",51,,,,,
141,2026-07-09,11:03:58,Thursday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,$SIE leading the tape right now: +2.45% to $270.2.,50,,,,,
142,2026-08-01,21:54:29,Saturday,news_event,,,keyword,ETN,ETN,,,,,414.0,5.82,,,ETN Rises As Eaton Expands With $5.1B Dana Deal,StocksToTrade,https://stockstotrade.com/news/eatoncorporationplc-etn-news-2026_07_31-2/,,contract,,,,,N,0,,N,post_failed,"$ETN ($414.0, +5.82% at last close as of Jul 31): ETN Rises As Eaton Expands With $5.1B Dana Deal

https://stockstotrade.com/news/eatoncorporationplc-etn-news-2026_07_31-2/",172,,,,,
143,2026-08-01,21:55:08,Saturday,news_event,,,keyword,NVT,NVT,,,,,153.81,1.36,,,"nVent Electric plc Stock 12‑Month Price Target Raised to $202.19, Implies 40% Upside",TradingView,https://www.tradingview.com/news/tradingview:382c40c2cfcdf:0-nvent-electric-plc-stock-12-month-price-target-raised-to-202-19-implies-40-upside/,,analyst_note,,,,,N,0,keyword,Y,,"$NVT ($153.81, +1.36% at last close as of Jul 31): nVent Electric plc Stock 12‑Month Price Target Raised to $202.19, Implies 40% Upside

https://www.tradingview.com/news/tradingview:382c40c2cfcdf:0-nvent-electric-plc-stock-12-month-price-target-raised-to-202-19-implies-40-upside/",280,,,,,
144,2026-08-01,23:01:46,Saturday,news_event,,,keyword,ETN,ETN,,,,,414.0,5.82,,,ETN Rises As Eaton Expands With $5.1B Dana Deal,StocksToTrade,https://stockstotrade.com/news/eatoncorporationplc-etn-news-2026_07_31-2/,,contract,,,,,,,,N,confirmed_stale_source,,,,,,,
145,2026-08-02,10:41:06,Sunday,evergreen_opinion,,,template,,,,,,,,,,,Sponsored: Tackling complexity in AI data centers: leveraging fully integrated solutions,DatacenterDynamics,https://www.datacenterdynamics.com/en/opinions/tackling-complexity-in-ai-data-centers-leveraging-fully-integrated-solutions/,2026-08-01T15:00:00,,,,,,,,keyword,Y,,"Worth a read from DatacenterDynamics:

""Sponsored: Tackling complexity in AI data centers: leveraging fully integrated solutions""

https://www.datacenterdynamics.com/en/opinions/tackling-complexity-in-ai-data-centers-leveraging-fully-integrated-solutions/",255,,,,,
145,2026-08-03,07:02:05,Monday,weekly_engagement,,monday,gemini,,,"$ABBN.SW, $APLD, $BE, $CEG, $CRWV, $DLR, $ENGI.PA, $ENR.DE, $EOAN.DE, $EQIX, $ERIC, $ETN, $GEV, $IBE.MC, $IREN, $LR.PA, $NEE, $NOK, $NVT, $POWL, $PWR, $RWE.DE, $SIE.DE, $SU.PA, $TLN, $VRT, $VST",,,,,,,,,,,,,,,,,Y,1,llm,Y,,"Last week's standout AI infrastructure plays, worth a fresh look this week:
$BE
$SU.PA
$PWR
$ETN
$APLD

$1000 to deploy this week – which one are you picking up? 👇",163,,,,,
146,2026-08-03,09:01:47,Monday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"$ENGI standing out at +3.79%, now $27.11.",41,,,,,
147,2026-08-03,10:07:29,Monday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,Biggest mover this hour: $ENGI -2.37% at $26.77.,48,,,,,
148,2026-08-03,11:02:17,Monday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"$ENGI pulling away at -2.48%, now trading at $26.74.",52,,,,,
149,2026-08-03,12:11:57,Monday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"Hourly check-in: $ENGI -2.55% to $26.72, well ahead of the rest of the board.",77,,,,,
150,2026-08-03,13:01:59,Monday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,Live check: $ENGI -2.63% to $26.7 – the standout so far.,56,,,,,
151,2026-08-03,14:01:57,Monday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,$ENGI is the one to watch right now – -2.52% at $26.73.,55,,,,,
152,2026-08-03,14:21:26,Monday,price_event,eu,,gemini,SAP.DE,SAP,,XETR,Y,open,165.92,5.39,165.92,159.6,,,,,,,5.39,,,Y,10,llm,Y,,"$SAP climbs +5.39% to $165.92 today, pushing from an intraday low of $159.6.

The strong move may reflect continued momentum after recent Q2 results highlighted robust cloud growth and AI deals.

Is the market still finding upside here?",236,,,,,
153,2026-08-03,15:01:53,Monday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,$SAP leading the tape right now: +5.63% to €166.3.,50,,,,,
154,2026-08-03,16:01:47,Monday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"$SAP standing out at +6.4%, now €167.52.",40,,,,,
155,2026-08-03,16:02:33,Monday,price_event,us,,gemini,STX,STX,,NYSE,Y,open,804.26,-5.42,873.0,786.87,,,,,,,5.42,,,Y,16,llm,Y,,"$STX plunges -5.42% to $804.26 today despite BNP Paribas raising its PT to $1,275 (from $1,050) and maintaining an Outperform rating.

A curious market reaction to a seemingly positive analyst catalyst. What's driving this disconnect?",234,,,,,
156,2026-08-03,16:03:56,Monday,evergreen_opinion,,,template,,,,,,,,,,,Crow and CleanArc target 245MW data center at Dallas Market Center in Texas,DatacenterDynamics,https://www.datacenterdynamics.com/en/news/crow-and-cleanarc-target-245mw-data-center-at-dallas-market-center-in-texas/,2026-08-03T13:18:17,,,,,,,,keyword,Y,,"DatacenterDynamics on the AI infrastructure buildout:

""Crow and CleanArc target 245MW data center at Dallas Market Center in Texas""

https://www.datacenterdynamics.com/en/news/crow-and-cleanarc-target-245mw-data-center-at-dallas-market-center-in-texas/",253,,,,,
156,2026-08-03,17:01:53,Monday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,Biggest mover this hour: $AIXA +4.87% at €37.48.,48,,,,,
157,2026-08-03,17:02:18,Monday,price_event,eu,,zero_llm_template,AIXA.DE,AIXA,,XETR,Y,open,37.5,4.92,37.56,35.36,,,,,,,4.92,,,N,18,llm,Y,,Sharp move: $AIXA +4.92% to €37.5 today. Intraday range: low €35.36 / high €37.56.,82,,,,,
158,2026-08-03,17:02:42,Monday,news_event,,,gemini,ETN,ETN,,,,,,,,,Evercore ISI upgrades Eaton stock rating on margin recovery outlook By Investing.com,Investing.com Canada,https://news.google.com/rss/articles/CBMixwFBVV95cUxOcTVxdDZ6LTQ4N2MzTjVhWFE2SjRYMWxSa000UGROaGg0U19EU05sTUpkeldWX2xUMUwzSW4xZFRnQmRNc1d4cWhpVVYtMVlBN0ZvdExoZ0hWcVExSC1SekZlMXlFLS1sX2VWYlJMOVNWN1h6bWZRUG5VTkE3VTllcXdBMUpUWkNlSXBLclo1TjJwWnBzTmVJUVRQbGstalRLbElWN0xnZkVvb3RVYi1TaHZzX0FsRUZ4T3dBWEsyMm5KVFU0NFBn?oc=5,2026-08-03T08:01:43,analyst_note,,,,,,,,N,queue_aged_out,,,,,,,
159,2026-08-03,18:02:14,Monday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,$STX leading the tape right now: -4.4% to $813.0.,49,,,,,
160,2026-08-03,18:02:32,Monday,news_event,,,,ANET,ANET,,,,,,,,,"Carmignac Gestion Sells 346,758 Shares of Arista Networks, Inc. $ANET",MarketBeat,https://news.google.com/rss/articles/CBMixAFBVV95cUxQNENvMHRuZWdlejFNaHhROHBJeDFHYThzZE10MThwWXcteVV6SjZqMl9XT1hhMG1XMDE0Q180akVCTGY3VUI3dFIwSmZqQmRXZEhwT2xOaUdzTVN2d1BiQzVtb25qYlcxV2hJTU1Id2FNRkItTTR6Um9pWGM5Z2l1SndzQUxVWVNTX0VfcVMtMFgtMjFPaVpFOGlvVmF1UlZlZDdsdTZaRXFVeHcxdHo1ZGl6RmpqNnE4LTF1MnRnZjRyd3BE?oc=5,2026-08-03T08:48:58,,anet:carmignacgestion:346758,,,,,,,N,holding_disclosure_recycled,,,,,,,
161,2026-08-03,18:02:47,Monday,news_event,,,gemini,POWL,POWL,,,,,,,,,"Powell Industries (PW2) Q2 2026 Earnings Report - Results, Call & Slides",TipRanks,https://news.google.com/rss/articles/CBMib0FVX3lxTE9NU2h1QkJ4Q2tmbWg4VzFaZ3Zkbm5WeEJvN0h5ZWl5b192ZFlwdXdTNjR6NGx0OGR2QW5YQ0xUZHNFdjdOR3ppNlBaOXAwMThPNUZaWmRCZWJuajcyQ0NvSWwyRjRyWFA3dVV5YWxYdw?oc=5,2026-08-02T15:32:19,earnings,,,,,,,,N,queue_aged_out,,,,,,,
162,2026-08-03,18:02:47,Monday,news_event,,,gemini,LR.PA,LR,,,,,,,,,RBC upgrades Legrand stock rating on valuation opportunity,Investing.com,https://news.google.com/rss/articles/CBMiugFBVV95cUxOMzNnc0ZuVHdyTFFrd0U2bF9LdTVkQVBpNGFIRnVtSDdOZ0NkWVVmQUtPUXBFOEdMWEZXRnJGaHJ2NEdSVGxaUlZKaHJmenNUbGVBX1NuVUs0WmtacFRkVVNTQ2dkYWp6TnFOcnhUYko2Q0ZnOHRUQV9oSWdoc3V4bXVNSVZWdWIyeUd5dTZVeDJ1Q1dWOTFJcXR6N0w2VDNjNVRKNFkyVTcxQjA5aG5ZR1BOYkdJQ1lwenc?oc=5,2026-08-03T08:19:56,analyst_note,,,,,,,,N,queue_aged_out,,,,,,,
163,2026-08-03,19:01:45,Monday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"$NVDA standing out at +4.01%, now $206.92.",42,,,,,
164,2026-08-03,19:02:15,Monday,price_event,us,,zero_llm_template,NVDA,NVDA,,NYSE,Y,open,207.01,4.05,207.48,196.75,,,,,,,4.05,,,N,18,llm,Y,,$NVDA +4.05% today at $207.01 – one of the bigger moves on the board right now. Intraday range: low $196.75 / high $207.48.,123,,,,,
165,2026-08-03,20:01:46,Monday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"$NVDA pulling away at +4.75%, now trading at $208.4.",52,,,,,
166,2026-08-03,20:02:12,Monday,price_event,us,,zero_llm_template,MRVL,MRVL,,NYSE,Y,open,193.82,4.44,193.82,177.57,,,,,,,4.44,,,N,18,llm,Y,,$MRVL on the move – +4.44% to $193.82 today. Intraday range: low $177.57 / high $193.82.,88,,,,,
167,2026-08-03,20:03:07,Monday,evergreen_opinion,,,template,,,,,,,,,,,Jim Cramer wants to 'replenish' our position in this data center play,CNBC,https://www.cnbc.com/2026/08/03/jim-cramer-wants-to-replenish-our-position-in-this-data-center-play.html,2026-08-03T17:12:31,,,,,,,,keyword,Y,,"On the radar (CNBC):

""Jim Cramer wants to 'replenish' our position in this data center play""

https://www.cnbc.com/2026/08/03/jim-cramer-wants-to-replenish-our-position-in-this-data-center-play.html",199,,,,,
167,2026-08-03,21:02:05,Monday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"Hourly check-in: $NVDA +4.8% to $208.49, well ahead of the rest of the board.",77,,,,,
168,2026-08-03,21:02:34,Monday,price_event,us,,zero_llm_template,ANET,ANET,,NYSE,Y,open,186.47,4.14,186.47,172.2,,,,,,,4.14,,,N,18,llm,Y,,$ANET +4.14% today at $186.47 – one of the bigger moves on the board right now. Intraday range: low $172.2 / high $186.47.,122,,,,,
169,2026-08-03,22:01:38,Monday,news_event,,,,FORM,FORM,,,,,,,,,"Royal Bank of Canada Sells 157,742 Shares of FormFactor, Inc. $FORM",MarketBeat,https://news.google.com/rss/articles/CBMiwgFBVV95cUxOS0RIWTlXMHZ4enlndElxM3o1ZDJtVFBybXlaQ2MwSkhzbm10anNjamJ2QzEtdWJnRldJeEdjR1BkZlNpODBwM2E1dTlLeDZ5STVfcGRsUVAwZ2JpcjF1SE1iUWh5VmlEUzRfNGYzNmRhMDhyYVAwMmVSLTJMRjhDWVJWUExLUVZDRVJDdlpMYVBXNjV6eWQ1LVlGa1hVZ2JscmVmZWZTanRDMHhXU3VrWURsQWhXS2picFJNbV9PR2g2dw?oc=5,2026-08-03T09:27:09,,form:royalbankofcanada:157742,,,,,,,N,holding_disclosure_recycled,,,,,,,
170,2026-08-03,22:02:39,Monday,news_event,,,keyword,MU,MU,,,,,827.18,1.81,,,"Micron (MU) Stock Is Down Today, But One Analyst Just Raised His Price Target by 1,400%. Here’s Why",tipranks.com,https://www.tipranks.com/news/micron-mu-stock-is-down-today-but-one-analyst-just-raised-his-price-target-by-1400-heres-why,,analyst_note,,,,,N,18,keyword,Y,,"$MU ($827.18, +1.81% at last close as of Aug 3): Micron (MU) Stock Is Down Today, But One Analyst Just Raised His Price Target by 1,400%. Here’s Why

https://www.tipranks.com/news/micron-mu-stock-is-down-today-but-one-analyst-just-raised-his-price-target-by-1400-heres-why",272,,,,,
171,2026-08-04,05:02:23,Tuesday,news_event,,,keyword,AMD,AMD,,,,,494.6,4.76,,,"45,527 Shares in Advanced Micro Devices, Inc. $AMD Bought by VectorGlobal IAG Inc.",MarketBeat,https://www.marketbeat.com/instant-alerts/filing-45527-shares-in-advanced-micro-devices-inc-amd-bought-by-vectorglobal-iag-inc-2026-08-03/,,large_share_purchases,,,,,N,0,keyword,Y,,"$AMD ($494.6, +4.76% at last close as of Aug 3): 45,527 Shares in Advanced Micro Devices, Inc. $AMD Bought by VectorGlobal IAG Inc.

https://www.marketbeat.com/instant-alerts/filing-45527-shares-in-advanced-micro-devices-inc-amd-bought-by-vectorglobal-iag-inc-2026-08-03/",271,,,,,
172,2026-08-04,09:01:54,Tuesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,Biggest mover this hour: $SAP +4.41% at €164.64.,48,,,,,
173,2026-08-04,09:02:52,Tuesday,scheduled_slot,eu,hook,gemini,BESI.AS,BESI,"$ASML, $IFX",,,open,201.4,2.05,,,,,,,,,,,,Y,1,llm,Y,,"$BESI jumps early in EU chip stocks after Q2 '26 earnings showed record growth.

$BESI +2.05% at €201.4 on Q2 '26 record growth.
$ASML -0.6% at €1419.6 as share buybacks continue.
$IFX -0.32% at €61.47 despite positive AI/chip sector buzz.",239,,,,,
174,2026-08-04,10:01:44,Tuesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,$BESI is the one to watch right now – +4.92% at €211.3.,55,,,,,
175,2026-08-04,11:02:04,Tuesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,Live check: $BESI +5.66% to €212.8 – the standout so far.,57,,,,,
176,2026-08-04,11:02:46,Tuesday,price_event,eu,,gemini,BESI.AS,BESI,,NYSE,Y,open,212.8,5.66,213.3,207.3,,,,,,,5.66,,,Y,5,llm,Y,,"$BESI is surging +5.66% to €212.8, trading near its intraday high. This strong momentum likely stems from recent Q2 reports highlighting record growth in AI demand and raised long-term targets.",193,,,,,
177,2026-08-04,12:01:46,Tuesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"$BESI pulling away at +5.31%, now trading at €212.1.",52,,,,,
178,2026-08-04,12:02:15,Tuesday,news_event,,,keyword,STX,STX,,,,,,,,,Seagate Technology (STX) Receives Upgraded Price Target from BNP Paribas,GuruFocus,https://news.google.com/rss/articles/CBMirgFBVV95cUxNU2pFVkNFa2MzeHVSX3dydVBOc0c3MGJWVVlzSWJmTlBHT192dVZEZ01ONVZoM3JLRmZzamNVMTI0QU9BVjZUUVU3ZUV1SlZGSG9aVC1VTmhyYWcwM1B3Z0FxeUFGTG9QeTBSM3VlczdadzBBMFBhandnSDBGX3JnX21KMWVoT09sQ0lHcXBQbXVYMzl1US1nRmdQMWwyNTlmTlJtMWtGc2tXSEFPRVE?oc=5,2026-08-03T21:48:24,analyst_note,,,,,,,,N,queue_aged_out,,,,,,,
179,2026-08-04,13:01:58,Tuesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,Biggest mover this hour: $BESI +6.5% at €214.5.,47,,,,,
180,2026-08-04,13:03:29,Tuesday,news_event,,,gemini,AMD,AMD,,,,,508.01,2.71,,,New Strong Buy Stocks for August 4th,,,,analyst_note,,,,,Y,10,llm,Y,,"Zacks has named $AMD a 'Strong Buy' pick for August 4th, coming off a strong close at $508.01 (+2.71%). This analyst endorsement could signal increasing institutional confidence, potentially attracting new buying interest at the open.

🟢🔴 How might this play out for $AMD shares?",279,,,,,
181,2026-08-04,14:01:59,Tuesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"Hourly check-in: $BESI +6.6% to €214.7, well ahead of the rest of the board.",76,,,,,
182,2026-08-04,14:04:31,Tuesday,news_event,,,gemini,LRCX,LRCX,,,,,309.78,4.16,,,Sapient Capital LLC Increases Stock Holdings in Lam Research Corporation $LRCX,MarketBeat,https://www.marketbeat.com/instant-alerts/filing-sapient-capital-llc-increases-stock-holdings-in-lam-research-corporation-lrcx-2026-08-04/,,large_share_purchases,,,,,Y,13,llm,Y,,"Sapient Capital LLC's increased holdings in Lam Research $LRCX, following its +4.16% close at $309.78, could suggest a strong institutional conviction in the semiconductor equipment maker's outlook.

https://www.marketbeat.com/instant-alerts/filing-sapient-capital-llc-increases-stock-holdings-in-lam-research-corporation-lrcx-2026-08-04/",338,,,,,
183,2026-08-04,15:01:45,Tuesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,$BESI is the one to watch right now – +7.3% at €216.1.,54,,,,,
184,2026-08-04,16:02:01,Tuesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,$BESI leading the tape right now: +7.5% to €216.5.,50,,,,,
